"math","groupNL11","groupNL15","groupHR11","groupHR15","groupDE11","groupDE15","groupDK11","groupDK15","gender","weight","yeargender","lln","groupschool","schoolID"
588.48219,1,0,0,0,0,0,0,0,0,58.3770287591069,0,30,"1","NL111"
531.19273,1,0,0,0,0,0,0,0,1,58.3770287591069,0,30,"1","NL111"
553.25297,1,0,0,0,0,0,0,0,0,58.3770287591069,0,30,"1","NL111"
500.60447,1,0,0,0,0,0,0,0,1,58.3770287591069,0,30,"1","NL111"
597.264,1,0,0,0,0,0,0,0,1,58.3770287591069,0,30,"1","NL111"
595.15006,1,0,0,0,0,0,0,0,1,58.3770287591069,0,30,"1","NL111"
546.72163,1,0,0,0,0,0,0,0,0,58.3770287591069,0,30,"1","NL111"
622.69858,1,0,0,0,0,0,0,0,0,58.3770287591069,0,30,"1","NL111"
574.20504,1,0,0,0,0,0,0,0,1,58.3770287591069,0,30,"1","NL111"
539.88045,1,0,0,0,0,0,0,0,1,58.3770287591069,0,30,"1","NL111"
573.62146,1,0,0,0,0,0,0,0,1,58.3770287591069,0,30,"1","NL111"
582.00271,1,0,0,0,0,0,0,0,1,58.3770287591069,0,30,"1","NL111"
507.35984,1,0,0,0,0,0,0,0,0,63.9367457837838,0,30,"1","NL111"
523.61252,1,0,0,0,0,0,0,0,0,63.9367457837838,0,30,"1","NL111"
565.30514,1,0,0,0,0,0,0,0,1,63.9367457837838,0,30,"1","NL111"
522.13099,1,0,0,0,0,0,0,0,0,55.9446525608108,0,33,"2","NL112"
486.24423,1,0,0,0,0,0,0,0,1,55.9446525608108,0,33,"2","NL112"
513.76528,1,0,0,0,0,0,0,0,1,55.9446525608108,0,33,"2","NL112"
548.66479,1,0,0,0,0,0,0,0,1,55.9446525608108,0,33,"2","NL112"
604.30759,1,0,0,0,0,0,0,0,1,55.9446525608108,0,33,"2","NL112"
600.54764,1,0,0,0,0,0,0,0,1,55.9446525608108,0,33,"2","NL112"
447.62015,1,0,0,0,0,0,0,0,0,55.9446525608108,0,33,"2","NL112"
493.82651,1,0,0,0,0,0,0,0,0,55.9446525608108,0,33,"2","NL112"
558.91383,1,0,0,0,0,0,0,0,1,55.9446525608108,0,33,"2","NL112"
530.62064,1,0,0,0,0,0,0,0,0,55.9446525608108,0,33,"2","NL112"
461.26141,1,0,0,0,0,0,0,0,0,55.9446525608108,0,33,"2","NL112"
581.91426,1,0,0,0,0,0,0,0,1,55.9446525608108,0,33,"2","NL112"
579.53638,1,0,0,0,0,0,0,0,0,55.9446525608108,0,33,"2","NL112"
511.30205,1,0,0,0,0,0,0,0,1,55.9446525608108,0,33,"2","NL112"
520.64335,1,0,0,0,0,0,0,0,0,55.9446525608108,0,33,"2","NL112"
558.6561,1,0,0,0,0,0,0,0,0,55.9446525608108,0,30,"3","NL113"
499.7069,1,0,0,0,0,0,0,0,0,55.9446525608108,0,30,"3","NL113"
605.66528,1,0,0,0,0,0,0,0,0,55.9446525608108,0,30,"3","NL113"
590.93488,1,0,0,0,0,0,0,0,1,55.9446525608108,0,30,"3","NL113"
577.64224,1,0,0,0,0,0,0,0,1,55.9446525608108,0,30,"3","NL113"
584.55889,1,0,0,0,0,0,0,0,1,55.9446525608108,0,30,"3","NL113"
639.23411,1,0,0,0,0,0,0,0,0,55.9446525608108,0,30,"3","NL113"
553.33944,1,0,0,0,0,0,0,0,1,55.9446525608108,0,30,"3","NL113"
478.38832,1,0,0,0,0,0,0,0,0,55.9446525608108,0,30,"3","NL113"
577.976,1,0,0,0,0,0,0,0,0,55.9446525608108,0,30,"3","NL113"
555.84491,1,0,0,0,0,0,0,0,0,55.9446525608108,0,30,"3","NL113"
531.75674,1,0,0,0,0,0,0,0,1,55.9446525608108,0,30,"3","NL113"
516.87192,1,0,0,0,0,0,0,0,1,55.9446525608108,0,30,"3","NL113"
554.6595,1,0,0,0,0,0,0,0,1,55.9446525608108,0,30,"3","NL113"
534.56012,1,0,0,0,0,0,0,0,1,55.9446525608108,0,30,"3","NL113"
539.93653,1,0,0,0,0,0,0,0,1,57.8737785111836,0,29,"4","NL114"
516.02243,1,0,0,0,0,0,0,0,0,57.8737785111836,0,29,"4","NL114"
603.61345,1,0,0,0,0,0,0,0,0,57.8737785111836,0,29,"4","NL114"
606.71953,1,0,0,0,0,0,0,0,0,57.8737785111836,0,29,"4","NL114"
576.75238,1,0,0,0,0,0,0,0,1,57.8737785111836,0,29,"4","NL114"
495.63305,1,0,0,0,0,0,0,0,0,57.8737785111836,0,29,"4","NL114"
638.15004,1,0,0,0,0,0,0,0,0,57.8737785111836,0,29,"4","NL114"
578.18009,1,0,0,0,0,0,0,0,1,57.8737785111836,0,29,"4","NL114"
567.67258,1,0,0,0,0,0,0,0,0,57.8737785111836,0,29,"4","NL114"
440.00606,1,0,0,0,0,0,0,0,1,57.8737785111836,0,29,"4","NL114"
509.19536,1,0,0,0,0,0,0,0,0,57.8737785111836,0,29,"4","NL114"
584.20783,1,0,0,0,0,0,0,0,0,57.8737785111836,0,29,"4","NL114"
522.82975,1,0,0,0,0,0,0,0,0,57.8737785111836,0,29,"4","NL114"
532.18939,1,0,0,0,0,0,0,0,0,57.8737785111836,0,29,"4","NL114"
563.35935,1,0,0,0,0,0,0,0,0,57.8737785111836,0,29,"4","NL114"
511.64964,1,0,0,0,0,0,0,0,1,52.2591831110367,0,25,"5","NL115"
552.34194,1,0,0,0,0,0,0,0,0,52.2591831110367,0,25,"5","NL115"
534.24895,1,0,0,0,0,0,0,0,0,52.2591831110367,0,25,"5","NL115"
474.05637,1,0,0,0,0,0,0,0,0,52.2591831110367,0,25,"5","NL115"
534.66701,1,0,0,0,0,0,0,0,1,52.2591831110367,0,25,"5","NL115"
577.30294,1,0,0,0,0,0,0,0,0,52.2591831110367,0,25,"5","NL115"
469.57283,1,0,0,0,0,0,0,0,0,52.2591831110367,0,25,"5","NL115"
410.6814,1,0,0,0,0,0,0,0,1,52.2591831110367,0,25,"5","NL115"
556.03084,1,0,0,0,0,0,0,0,0,52.2591831110367,0,25,"5","NL115"
480.02181,1,0,0,0,0,0,0,0,0,52.2591831110367,0,25,"5","NL115"
510.83835,1,0,0,0,0,0,0,0,0,52.2591831110367,0,25,"5","NL115"
483.46532,1,0,0,0,0,0,0,0,1,52.2591831110367,0,25,"5","NL115"
515.36593,1,0,0,0,0,0,0,0,0,52.2591831110367,0,25,"5","NL115"
477.41792,1,0,0,0,0,0,0,0,0,52.2591831110367,0,25,"5","NL115"
539.15422,1,0,0,0,0,0,0,0,0,52.2591831110367,0,25,"5","NL115"
569.92804,1,0,0,0,0,0,0,0,0,58.7418851888513,0,45,"6","NL116"
433.90286,1,0,0,0,0,0,0,0,0,58.7418851888513,0,45,"6","NL116"
594.60976,1,0,0,0,0,0,0,0,0,58.7418851888513,0,45,"6","NL116"
578.7647,1,0,0,0,0,0,0,0,0,58.7418851888513,0,45,"6","NL116"
561.01017,1,0,0,0,0,0,0,0,0,58.7418851888513,0,45,"6","NL116"
566.36259,1,0,0,0,0,0,0,0,0,58.7418851888513,0,45,"6","NL116"
520.00021,1,0,0,0,0,0,0,0,0,58.7418851888513,0,45,"6","NL116"
591.57886,1,0,0,0,0,0,0,0,1,58.7418851888513,0,45,"6","NL116"
598.91716,1,0,0,0,0,0,0,0,1,58.7418851888513,0,45,"6","NL116"
488.51098,1,0,0,0,0,0,0,0,0,58.7418851888513,0,45,"6","NL116"
596.1693,1,0,0,0,0,0,0,0,0,58.1824386632432,0,45,"6","NL116"
515.44403,1,0,0,0,0,0,0,0,0,58.1824386632432,0,45,"6","NL116"
589.22611,1,0,0,0,0,0,0,0,1,58.1824386632432,0,45,"6","NL116"
434.25628,1,0,0,0,0,0,0,0,0,58.1824386632432,0,45,"6","NL116"
537.38391,1,0,0,0,0,0,0,0,1,58.1824386632432,0,45,"6","NL116"
504.52494,1,0,0,0,0,0,0,0,0,52.5332697357449,0,22,"7","NL117"
546.5277,1,0,0,0,0,0,0,0,0,52.5332697357449,0,22,"7","NL117"
567.10725,1,0,0,0,0,0,0,0,0,52.5332697357449,0,22,"7","NL117"
568.08359,1,0,0,0,0,0,0,0,0,52.5332697357449,0,22,"7","NL117"
564.82262,1,0,0,0,0,0,0,0,0,52.5332697357449,0,22,"7","NL117"
517.87244,1,0,0,0,0,0,0,0,0,52.5332697357449,0,22,"7","NL117"
532.08796,1,0,0,0,0,0,0,0,1,52.5332697357449,0,22,"7","NL117"
644.62256,1,0,0,0,0,0,0,0,1,52.5332697357449,0,22,"7","NL117"
578.1289,1,0,0,0,0,0,0,0,0,52.5332697357449,0,22,"7","NL117"
510.37983,1,0,0,0,0,0,0,0,1,52.5332697357449,0,22,"7","NL117"
551.9282,1,0,0,0,0,0,0,0,0,52.5332697357449,0,22,"7","NL117"
594.14239,1,0,0,0,0,0,0,0,0,52.5332697357449,0,22,"7","NL117"
595.17603,1,0,0,0,0,0,0,0,0,52.5332697357449,0,22,"7","NL117"
554.2118,1,0,0,0,0,0,0,0,0,52.5332697357449,0,22,"7","NL117"
507.01875,1,0,0,0,0,0,0,0,0,52.5332697357449,0,22,"7","NL117"
443.36582,1,0,0,0,0,0,0,0,1,50.2492145298429,0,18,"8","NL118"
551.73286,1,0,0,0,0,0,0,0,0,50.2492145298429,0,18,"8","NL118"
469.93039,1,0,0,0,0,0,0,0,1,50.2492145298429,0,18,"8","NL118"
608.27247,1,0,0,0,0,0,0,0,0,50.2492145298429,0,18,"8","NL118"
567.03857,1,0,0,0,0,0,0,0,1,50.2492145298429,0,18,"8","NL118"
533.01799,1,0,0,0,0,0,0,0,0,50.2492145298429,0,18,"8","NL118"
595.6705,1,0,0,0,0,0,0,0,1,50.2492145298429,0,18,"8","NL118"
545.0076,1,0,0,0,0,0,0,0,0,50.2492145298429,0,18,"8","NL118"
525.31339,1,0,0,0,0,0,0,0,0,50.2492145298429,0,18,"8","NL118"
469.37457,1,0,0,0,0,0,0,0,1,50.2492145298429,0,18,"8","NL118"
485.27383,1,0,0,0,0,0,0,0,1,50.2492145298429,0,18,"8","NL118"
554.38691,1,0,0,0,0,0,0,0,1,50.2492145298429,0,18,"8","NL118"
569.93199,1,0,0,0,0,0,0,0,1,50.2492145298429,0,18,"8","NL118"
546.55377,1,0,0,0,0,0,0,0,0,50.2492145298429,0,18,"8","NL118"
535.36689,1,0,0,0,0,0,0,0,1,50.2492145298429,0,18,"8","NL118"
469.99362,1,0,0,0,0,0,0,0,1,50.2492145298429,0,32,"9","NL119"
589.51649,1,0,0,0,0,0,0,0,1,50.2492145298429,0,32,"9","NL119"
542.12876,1,0,0,0,0,0,0,0,0,50.2492145298429,0,32,"9","NL119"
524.98791,1,0,0,0,0,0,0,0,0,50.2492145298429,0,32,"9","NL119"
607.57607,1,0,0,0,0,0,0,0,1,50.2492145298429,0,32,"9","NL119"
548.4751,1,0,0,0,0,0,0,0,0,50.2492145298429,0,32,"9","NL119"
471.12465,1,0,0,0,0,0,0,0,1,50.2492145298429,0,32,"9","NL119"
480.79932,1,0,0,0,0,0,0,0,1,50.2492145298429,0,32,"9","NL119"
559.1245,1,0,0,0,0,0,0,0,1,50.2492145298429,0,32,"9","NL119"
488.49414,1,0,0,0,0,0,0,0,0,50.2492145298429,0,32,"9","NL119"
551.97864,1,0,0,0,0,0,0,0,1,50.2492145298429,0,32,"9","NL119"
505.56743,1,0,0,0,0,0,0,0,0,50.2492145298429,0,32,"9","NL119"
583.4162,1,0,0,0,0,0,0,0,1,50.2492145298429,0,32,"9","NL119"
468.97203,1,0,0,0,0,0,0,0,1,50.2492145298429,0,32,"9","NL119"
452.92871,1,0,0,0,0,0,0,0,0,50.2492145298429,0,32,"9","NL119"
510.22128,1,0,0,0,0,0,0,0,0,51.9241883475044,0,38,"10","NL1110"
575.72167,1,0,0,0,0,0,0,0,1,51.9241883475044,0,38,"10","NL1110"
601.08661,1,0,0,0,0,0,0,0,0,51.9241883475044,0,38,"10","NL1110"
527.22926,1,0,0,0,0,0,0,0,0,51.9241883475044,0,38,"10","NL1110"
582.21066,1,0,0,0,0,0,0,0,0,51.9241883475044,0,38,"10","NL1110"
510.60189,1,0,0,0,0,0,0,0,1,51.9241883475044,0,38,"10","NL1110"
534.00787,1,0,0,0,0,0,0,0,1,51.9241883475044,0,38,"10","NL1110"
584.39404,1,0,0,0,0,0,0,0,0,51.9241883475044,0,38,"10","NL1110"
522.59517,1,0,0,0,0,0,0,0,1,51.9241883475044,0,38,"10","NL1110"
498.24955,1,0,0,0,0,0,0,0,1,51.9241883475044,0,38,"10","NL1110"
560.94666,1,0,0,0,0,0,0,0,1,50.2492145298429,0,38,"10","NL1110"
515.96485,1,0,0,0,0,0,0,0,0,50.2492145298429,0,38,"10","NL1110"
537.72774,1,0,0,0,0,0,0,0,0,50.2492145298429,0,38,"10","NL1110"
463.42145,1,0,0,0,0,0,0,0,1,50.2492145298429,0,38,"10","NL1110"
584.64932,1,0,0,0,0,0,0,0,0,50.2492145298429,0,38,"10","NL1110"
436.72882,1,0,0,0,0,0,0,0,0,52.1102965494667,0,27,"11","NL1111"
526.4127,1,0,0,0,0,0,0,0,0,52.1102965494667,0,27,"11","NL1111"
467.72744,1,0,0,0,0,0,0,0,0,52.1102965494667,0,27,"11","NL1111"
529.3385,1,0,0,0,0,0,0,0,1,52.1102965494667,0,27,"11","NL1111"
512.29636,1,0,0,0,0,0,0,0,0,52.1102965494667,0,27,"11","NL1111"
497.70211,1,0,0,0,0,0,0,0,0,52.1102965494667,0,27,"11","NL1111"
448.14304,1,0,0,0,0,0,0,0,0,52.1102965494667,0,27,"11","NL1111"
471.85718,1,0,0,0,0,0,0,0,1,52.1102965494667,0,27,"11","NL1111"
532.6975,1,0,0,0,0,0,0,0,1,52.1102965494667,0,27,"11","NL1111"
518.95444,1,0,0,0,0,0,0,0,0,52.1102965494667,0,27,"11","NL1111"
451.63368,1,0,0,0,0,0,0,0,0,52.1102965494667,0,27,"11","NL1111"
518.26152,1,0,0,0,0,0,0,0,1,52.1102965494667,0,27,"11","NL1111"
522.5708,1,0,0,0,0,0,0,0,0,52.1102965494667,0,27,"11","NL1111"
532.12465,1,0,0,0,0,0,0,0,0,52.1102965494667,0,27,"11","NL1111"
505.32024,1,0,0,0,0,0,0,0,1,52.1102965494667,0,27,"11","NL1111"
475.96302,1,0,0,0,0,0,0,0,1,50.2492145298429,0,16,"12","NL1112"
459.90135,1,0,0,0,0,0,0,0,0,50.2492145298429,0,16,"12","NL1112"
498.49213,1,0,0,0,0,0,0,0,0,50.2492145298429,0,16,"12","NL1112"
562.04268,1,0,0,0,0,0,0,0,0,50.2492145298429,0,16,"12","NL1112"
577.57384,1,0,0,0,0,0,0,0,0,50.2492145298429,0,16,"12","NL1112"
407.86692,1,0,0,0,0,0,0,0,1,50.2492145298429,0,16,"12","NL1112"
479.05743,1,0,0,0,0,0,0,0,1,50.2492145298429,0,16,"12","NL1112"
578.35247,1,0,0,0,0,0,0,0,1,50.2492145298429,0,16,"12","NL1112"
463.56495,1,0,0,0,0,0,0,0,0,50.2492145298429,0,16,"12","NL1112"
486.76844,1,0,0,0,0,0,0,0,1,50.2492145298429,0,16,"12","NL1112"
489.41599,1,0,0,0,0,0,0,0,0,50.2492145298429,0,16,"12","NL1112"
536.84287,1,0,0,0,0,0,0,0,0,50.2492145298429,0,16,"12","NL1112"
478.88665,1,0,0,0,0,0,0,0,0,50.2492145298429,0,16,"12","NL1112"
599.34397,1,0,0,0,0,0,0,0,0,50.2492145298429,0,16,"12","NL1112"
642.40511,1,0,0,0,0,0,0,0,0,50.2492145298429,0,16,"12","NL1112"
529.13741,1,0,0,0,0,0,0,0,1,50.2119725786106,0,24,"13","NL1113"
547.6146,1,0,0,0,0,0,0,0,0,50.2119725786106,0,24,"13","NL1113"
518.91699,1,0,0,0,0,0,0,0,0,50.2119725786106,0,24,"13","NL1113"
646.63083,1,0,0,0,0,0,0,0,0,50.2119725786106,0,24,"13","NL1113"
599.78603,1,0,0,0,0,0,0,0,0,50.2119725786106,0,24,"13","NL1113"
492.74433,1,0,0,0,0,0,0,0,0,50.2119725786106,0,24,"13","NL1113"
646.13335,1,0,0,0,0,0,0,0,0,50.2119725786106,0,24,"13","NL1113"
553.0213,1,0,0,0,0,0,0,0,0,50.2119725786106,0,24,"13","NL1113"
512.35874,1,0,0,0,0,0,0,0,0,50.2119725786106,0,24,"13","NL1113"
612.34717,1,0,0,0,0,0,0,0,0,50.2119725786106,0,24,"13","NL1113"
580.64698,1,0,0,0,0,0,0,0,0,50.2119725786106,0,24,"13","NL1113"
516.16668,1,0,0,0,0,0,0,0,1,50.2119725786106,0,24,"13","NL1113"
573.23069,1,0,0,0,0,0,0,0,1,50.2119725786106,0,24,"13","NL1113"
588.34971,1,0,0,0,0,0,0,0,0,50.2119725786106,0,24,"13","NL1113"
545.77504,1,0,0,0,0,0,0,0,1,50.2119725786106,0,24,"13","NL1113"
557.02308,1,0,0,0,0,0,0,0,0,50.9844644644354,0,22,"14","NL1114"
663.42381,1,0,0,0,0,0,0,0,1,50.9844644644354,0,22,"14","NL1114"
580.23061,1,0,0,0,0,0,0,0,1,50.9844644644354,0,22,"14","NL1114"
566.86562,1,0,0,0,0,0,0,0,0,50.9844644644354,0,22,"14","NL1114"
580.17425,1,0,0,0,0,0,0,0,1,50.9844644644354,0,22,"14","NL1114"
596.64241,1,0,0,0,0,0,0,0,1,50.9844644644354,0,22,"14","NL1114"
564.02253,1,0,0,0,0,0,0,0,1,46.3495131494867,0,22,"14","NL1114"
527.01905,1,0,0,0,0,0,0,0,0,46.3495131494867,0,22,"14","NL1114"
471.43798,1,0,0,0,0,0,0,0,0,46.3495131494867,0,22,"14","NL1114"
492.22549,1,0,0,0,0,0,0,0,0,46.3495131494867,0,22,"14","NL1114"
600.04884,1,0,0,0,0,0,0,0,1,46.3495131494867,0,22,"14","NL1114"
484.89867,1,0,0,0,0,0,0,0,0,46.3495131494867,0,22,"14","NL1114"
468.58615,1,0,0,0,0,0,0,0,0,46.3495131494867,0,22,"14","NL1114"
592.665,1,0,0,0,0,0,0,0,1,46.3495131494867,0,22,"14","NL1114"
571.04326,1,0,0,0,0,0,0,0,1,46.3495131494867,0,22,"14","NL1114"
561.08479,1,0,0,0,0,0,0,0,1,46.3495131494867,0,18,"15","NL1115"
504.33948,1,0,0,0,0,0,0,0,1,46.3495131494867,0,18,"15","NL1115"
489.2884,1,0,0,0,0,0,0,0,0,46.3495131494867,0,18,"15","NL1115"
546.05798,1,0,0,0,0,0,0,0,0,46.3495131494867,0,18,"15","NL1115"
502.98141,1,0,0,0,0,0,0,0,1,46.3495131494867,0,18,"15","NL1115"
603.37341,1,0,0,0,0,0,0,0,1,46.3495131494867,0,18,"15","NL1115"
491.47225,1,0,0,0,0,0,0,0,1,46.3495131494867,0,18,"15","NL1115"
551.58362,1,0,0,0,0,0,0,0,0,46.3495131494867,0,18,"15","NL1115"
589.13079,1,0,0,0,0,0,0,0,1,46.3495131494867,0,18,"15","NL1115"
486.17573,1,0,0,0,0,0,0,0,0,46.3495131494867,0,18,"15","NL1115"
598.82024,1,0,0,0,0,0,0,0,1,46.3495131494867,0,18,"15","NL1115"
504.12128,1,0,0,0,0,0,0,0,1,46.3495131494867,0,18,"15","NL1115"
401.48003,1,0,0,0,0,0,0,0,0,46.3495131494867,0,18,"15","NL1115"
598.70516,1,0,0,0,0,0,0,0,0,46.3495131494867,0,18,"15","NL1115"
498.61238,1,0,0,0,0,0,0,0,0,46.3495131494867,0,18,"15","NL1115"
704.07912,1,0,0,0,0,0,0,0,0,53.3897904379581,0,32,"16","NL1116"
591.43273,1,0,0,0,0,0,0,0,0,53.3897904379581,0,32,"16","NL1116"
529.98502,1,0,0,0,0,0,0,0,0,53.3897904379581,0,32,"16","NL1116"
568.99565,1,0,0,0,0,0,0,0,0,53.3897904379581,0,32,"16","NL1116"
558.9556,1,0,0,0,0,0,0,0,0,53.3897904379581,0,32,"16","NL1116"
523.77992,1,0,0,0,0,0,0,0,0,53.3897904379581,0,32,"16","NL1116"
590.63556,1,0,0,0,0,0,0,0,0,53.3897904379581,0,32,"16","NL1116"
646.35965,1,0,0,0,0,0,0,0,1,53.3897904379581,0,32,"16","NL1116"
581.69821,1,0,0,0,0,0,0,0,0,53.3897904379581,0,32,"16","NL1116"
609.99714,1,0,0,0,0,0,0,0,1,53.3897904379581,0,32,"16","NL1116"
498.33838,1,0,0,0,0,0,0,0,1,53.3897904379581,0,32,"16","NL1116"
565.92119,1,0,0,0,0,0,0,0,1,53.3897904379581,0,32,"16","NL1116"
584.93979,1,0,0,0,0,0,0,0,0,53.3897904379581,0,32,"16","NL1116"
579.4946,1,0,0,0,0,0,0,0,1,53.3897904379581,0,32,"16","NL1116"
458.6513,1,0,0,0,0,0,0,0,1,53.3897904379581,0,32,"16","NL1116"
500.21078,1,0,0,0,0,0,0,0,1,48.788961209986,0,19,"17","NL1117"
471.28273,1,0,0,0,0,0,0,0,1,48.788961209986,0,19,"17","NL1117"
463.10605,1,0,0,0,0,0,0,0,1,48.788961209986,0,19,"17","NL1117"
494.71214,1,0,0,0,0,0,0,0,1,48.788961209986,0,19,"17","NL1117"
573.27312,1,0,0,0,0,0,0,0,1,48.788961209986,0,19,"17","NL1117"
545.76798,1,0,0,0,0,0,0,0,1,48.788961209986,0,19,"17","NL1117"
605.97824,1,0,0,0,0,0,0,0,1,48.788961209986,0,19,"17","NL1117"
681.65107,1,0,0,0,0,0,0,0,1,48.788961209986,0,19,"17","NL1117"
582.08494,1,0,0,0,0,0,0,0,0,48.788961209986,0,19,"17","NL1117"
551.38264,1,0,0,0,0,0,0,0,1,48.788961209986,0,19,"17","NL1117"
503.16245,1,0,0,0,0,0,0,0,0,48.788961209986,0,19,"17","NL1117"
550.15789,1,0,0,0,0,0,0,0,0,48.788961209986,0,19,"17","NL1117"
452.17896,1,0,0,0,0,0,0,0,0,48.788961209986,0,19,"17","NL1117"
468.65183,1,0,0,0,0,0,0,0,0,48.788961209986,0,19,"17","NL1117"
563.05288,1,0,0,0,0,0,0,0,0,48.788961209986,0,19,"17","NL1117"
522.1803,1,0,0,0,0,0,0,0,0,46.3495131494867,0,21,"18","NL1118"
646.93579,1,0,0,0,0,0,0,0,1,46.3495131494867,0,21,"18","NL1118"
543.05155,1,0,0,0,0,0,0,0,1,46.3495131494867,0,21,"18","NL1118"
619.93895,1,0,0,0,0,0,0,0,1,46.3495131494867,0,21,"18","NL1118"
463.78381,1,0,0,0,0,0,0,0,0,46.3495131494867,0,21,"18","NL1118"
630.301,1,0,0,0,0,0,0,0,1,46.3495131494867,0,21,"18","NL1118"
480.12372,1,0,0,0,0,0,0,0,1,46.3495131494867,0,21,"18","NL1118"
506.43348,1,0,0,0,0,0,0,0,1,46.3495131494867,0,21,"18","NL1118"
523.78999,1,0,0,0,0,0,0,0,0,46.3495131494867,0,21,"18","NL1118"
526.10426,1,0,0,0,0,0,0,0,1,46.3495131494867,0,21,"18","NL1118"
536.81473,1,0,0,0,0,0,0,0,0,46.3495131494867,0,21,"18","NL1118"
579.25757,1,0,0,0,0,0,0,0,0,46.3495131494867,0,21,"18","NL1118"
625.37888,1,0,0,0,0,0,0,0,0,46.3495131494867,0,21,"18","NL1118"
559.56129,1,0,0,0,0,0,0,0,0,46.3495131494867,0,21,"18","NL1118"
595.09821,1,0,0,0,0,0,0,0,1,46.3495131494867,0,21,"18","NL1118"
534.65252,1,0,0,0,0,0,0,0,0,46.3495131494867,0,20,"19","NL1119"
597.68978,1,0,0,0,0,0,0,0,1,46.3495131494867,0,20,"19","NL1119"
581.96591,1,0,0,0,0,0,0,0,1,46.3495131494867,0,20,"19","NL1119"
562.15258,1,0,0,0,0,0,0,0,1,46.3495131494867,0,20,"19","NL1119"
501.50007,1,0,0,0,0,0,0,0,1,46.3495131494867,0,20,"19","NL1119"
600.72943,1,0,0,0,0,0,0,0,0,46.3495131494867,0,20,"19","NL1119"
552.68473,1,0,0,0,0,0,0,0,1,46.3495131494867,0,20,"19","NL1119"
519.99522,1,0,0,0,0,0,0,0,0,46.3495131494867,0,20,"19","NL1119"
628.40865,1,0,0,0,0,0,0,0,0,46.3495131494867,0,20,"19","NL1119"
562.86573,1,0,0,0,0,0,0,0,0,46.3495131494867,0,20,"19","NL1119"
560.80081,1,0,0,0,0,0,0,0,0,46.3495131494867,0,20,"19","NL1119"
485.25586,1,0,0,0,0,0,0,0,0,46.3495131494867,0,20,"19","NL1119"
506.16333,1,0,0,0,0,0,0,0,1,46.3495131494867,0,20,"19","NL1119"
564.78113,1,0,0,0,0,0,0,0,0,46.3495131494867,0,20,"19","NL1119"
595.91138,1,0,0,0,0,0,0,0,1,46.3495131494867,0,20,"19","NL1119"
487.19902,1,0,0,0,0,0,0,0,1,49.3398043204214,0,31,"20","NL1120"
496.44264,1,0,0,0,0,0,0,0,1,49.3398043204214,0,31,"20","NL1120"
506.77118,1,0,0,0,0,0,0,0,1,49.3398043204214,0,31,"20","NL1120"
516.43062,1,0,0,0,0,0,0,0,0,49.3398043204214,0,31,"20","NL1120"
511.43294,1,0,0,0,0,0,0,0,1,49.3398043204214,0,31,"20","NL1120"
517.35868,1,0,0,0,0,0,0,0,1,49.3398043204214,0,31,"20","NL1120"
543.85794,1,0,0,0,0,0,0,0,0,49.3398043204214,0,31,"20","NL1120"
552.65462,1,0,0,0,0,0,0,0,0,49.3398043204214,0,31,"20","NL1120"
557.32973,1,0,0,0,0,0,0,0,1,49.3398043204214,0,31,"20","NL1120"
518.75411,1,0,0,0,0,0,0,0,0,49.3398043204214,0,31,"20","NL1120"
456.88382,1,0,0,0,0,0,0,0,0,49.3398043204214,0,31,"20","NL1120"
445.90978,1,0,0,0,0,0,0,0,0,49.3398043204214,0,31,"20","NL1120"
515.53803,1,0,0,0,0,0,0,0,1,49.3398043204214,0,31,"20","NL1120"
583.15048,1,0,0,0,0,0,0,0,1,49.3398043204214,0,31,"20","NL1120"
462.69005,1,0,0,0,0,0,0,0,1,49.3398043204214,0,31,"20","NL1120"
476.0031,1,0,0,0,0,0,0,0,0,55.4618013729373,0,20,"21","NL1121"
538.1617,1,0,0,0,0,0,0,0,0,55.4618013729373,0,20,"21","NL1121"
418.64646,1,0,0,0,0,0,0,0,0,55.4618013729373,0,20,"21","NL1121"
468.87107,1,0,0,0,0,0,0,0,0,55.4618013729373,0,20,"21","NL1121"
455.59292,1,0,0,0,0,0,0,0,1,55.4618013729373,0,20,"21","NL1121"
471.70314,1,0,0,0,0,0,0,0,1,55.4618013729373,0,20,"21","NL1121"
563.51235,1,0,0,0,0,0,0,0,0,55.4618013729373,0,20,"21","NL1121"
539.39463,1,0,0,0,0,0,0,0,1,55.4618013729373,0,20,"21","NL1121"
426.32218,1,0,0,0,0,0,0,0,0,55.4618013729373,0,20,"21","NL1121"
544.88763,1,0,0,0,0,0,0,0,1,55.4618013729373,0,20,"21","NL1121"
644.72719,1,0,0,0,0,0,0,0,1,55.4618013729373,0,20,"21","NL1121"
548.53692,1,0,0,0,0,0,0,0,1,55.4618013729373,0,20,"21","NL1121"
540.52283,1,0,0,0,0,0,0,0,0,55.4618013729373,0,20,"21","NL1121"
562.17055,1,0,0,0,0,0,0,0,1,55.4618013729373,0,20,"21","NL1121"
579.32815,1,0,0,0,0,0,0,0,0,55.4618013729373,0,20,"21","NL1121"
564.93799,1,0,0,0,0,0,0,0,1,55.4618013729373,0,31,"22","NL1122"
566.15802,1,0,0,0,0,0,0,0,0,55.4618013729373,0,31,"22","NL1122"
526.93286,1,0,0,0,0,0,0,0,0,55.4618013729373,0,31,"22","NL1122"
504.00959,1,0,0,0,0,0,0,0,0,55.4618013729373,0,31,"22","NL1122"
